SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	Distance	Duration	File name	Number of observations	Chlorophyll c3_min	Chlorophyll c3_first_quartile	Chlorophyll c3_median	Chlorophyll c3_third_quartile	Chlorophyll c3_max	Chlorophyll c1+c2_min	Chlorophyll c1+c2_first_quartile	Chlorophyll c1+c2_median	Chlorophyll c1+c2_third_quartile	Chlorophyll c1+c2_max	Chlorophyllide a_min	Chlorophyllide a_first_quartile	Chlorophyllide a_median	Chlorophyllide a_third_quartile	Chlorophyllide a_max	Peridinin_min	Peridinin_first_quartile	Peridinin_median	Peridinin_third_quartile	Peridinin_max	Phaeophorbide a_min	Phaeophorbide a_first_quartile	Phaeophorbide a_median	Phaeophorbide a_third_quartile	Phaeophorbide a_max	19-Butanoyloxyfucoxanthin_min	19-Butanoyloxyfucoxanthin_first_quartile	19-Butanoyloxyfucoxanthin_median	19-Butanoyloxyfucoxanthin_third_quartile	19-Butanoyloxyfucoxanthin_max	Fucoxanthin_min	Fucoxanthin_first_quartile	Fucoxanthin_median	Fucoxanthin_third_quartile	Fucoxanthin_max	Neoxanthin_min	Neoxanthin_first_quartile	Neoxanthin_median	Neoxanthin_third_quartile	Neoxanthin_max	Prasinoxanthin_min	Prasinoxanthin_first_quartile	Prasinoxanthin_median	Prasinoxanthin_third_quartile	Prasinoxanthin_max	Violaxanthin_min	Violaxanthin_first_quartile	Violaxanthin_median	Violaxanthin_third_quartile	Violaxanthin_max	19-Hexanoyloxyfucoxanthin_min	19-Hexanoyloxyfucoxanthin_first_quartile	19-Hexanoyloxyfucoxanthin_median	19-Hexanoyloxyfucoxanthin_third_quartile	19-Hexanoyloxyfucoxanthin_max	Diadinoxanthin_min	Diadinoxanthin_first_quartile	Diadinoxanthin_median	Diadinoxanthin_third_quartile	Diadinoxanthin_max	Alloxanthin_min	Alloxanthin_first_quartile	Alloxanthin_median	Alloxanthin_third_quartile	Alloxanthin_max	Diatoxanthin_min	Diatoxanthin_first_quartile	Diatoxanthin_median	Diatoxanthin_third_quartile	Diatoxanthin_max	Zeaxanthin_min	Zeaxanthin_first_quartile	Zeaxanthin_median	Zeaxanthin_third_quartile	Zeaxanthin_max	Lutein_min	Lutein_first_quartile	Lutein_median	Lutein_third_quartile	Lutein_max	Bacteriochlorophyll a_min	Bacteriochlorophyll a_first_quartile	Bacteriochlorophyll a_median	Bacteriochlorophyll a_third_quartile	Bacteriochlorophyll a_max	Divinyl chlorophyll b_min	Divinyl chlorophyll b_first_quartile	Divinyl chlorophyll b_median	Divinyl chlorophyll b_third_quartile	Divinyl chlorophyll b_max	Chlorophyll b_min	Chlorophyll b_first_quartile	Chlorophyll b_median	Chlorophyll b_third_quartile	Chlorophyll b_max	Chlorophyll b plus divinyl chlorophyll b_min	Chlorophyll b plus divinyl chlorophyll b_first_quartile	Chlorophyll b plus divinyl chlorophyll b_median	Chlorophyll b plus divinyl chlorophyll b_third_quartile	Chlorophyll b plus divinyl chlorophyll b_max	Divinyl chlorophyll a_min	Divinyl chlorophyll a_first_quartile	Divinyl chlorophyll a_median	Divinyl chlorophyll a_third_quartile	Divinyl chlorophyll a_max	Chlorophyll a_min	Chlorophyll a_first_quartile	Chlorophyll a_median	Chlorophyll a_third_quartile	Chlorophyll a_max	"Chlorophyll a, total_min"	"Chlorophyll a, total_first_quartile"	"Chlorophyll a, total_median"	"Chlorophyll a, total_third_quartile"	"Chlorophyll a, total_max"	Phaeophytin a_min	Phaeophytin a_first_quartile	Phaeophytin a_median	Phaeophytin a_third_quartile	Phaeophytin a_max	Carotene_min	Carotene_first_quartile	Carotene_median	Carotene_third_quartile	Carotene_max
TARA_R110002094	SAMEA4397409	ERS1308858	TARA_175	TARA_20130711T0613Z_175_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	10-100	10	100	0.22	TARA_175_MIX_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130711T0613Z_175_Combined-EVENTS_CAST_MIX_(10-100m)_SEQ-(FeCl3)_W<0.22_R110002094	15.3805	P00DT21H48M	tara_20130710t0825z_175_event_cast	7	0.0124	0.013925	0.0181	0.026925	0.0445	0.0118	0.0137	0.0392	0.068825	0.0947	0	0	0	0.00225	0.0097	0	9.00E-04	0.0027	0.015975	0.0305	0	0.001	0.0043	0.008125	0.0087	0.011	0.01185	0.0125	0.0147	0.0169	0.0309	0.036	0.0912	0.177425	0.222	0.0023	0.003025	0.0055	0.01015	0.0121	0.0081	0.00895	0.0146	0.02675	0.0338	0.0017	0.001975	0.0049	0.00885	0.0165	0.0016	0.003525	0.0081	0.0112	0.0834	0.0033	0.00385	0.0095	0.019275	0.092	0.0039	0.004625	0.0131	0.025225	0.033	4.00E-04	5.00E-04	0.0018	0.00355	0.0106	6.00E-04	9.00E-04	0.0104	0.011875	0.0144	0	0	0.0014	0.00195	0.0105	0	0	0	0	0	0	0	0	0	0	0.0213	0.02445	0.0444	0.083925	0.0998	0.0213	0.02445	0.0444	0.083925	0.0998	0	0	0	0	0	0.1092	0.12625	0.3175	0.52405	0.7862	0.1092	0.12625	0.3175	0.5263	0.7959	0.0041	0.0044	0.006	0.008475	0.0093	0.0041	0.004675	0.0109	0.018175	0.0324
TARA_R110002111	SAMEA4397363	ERS1308812	TARA_175	TARA_20130710T1100Z_175_Combined-EVENTS_CAST	[ZZZ] marine water layer (ENVO:01000295)	199	190	208	0.22	TARA_175_ZZZ_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130710T1100Z_175_Combined-EVENTS_CAST_ZZZ_(199m)_SEQ-(FeCl3)_W<0.22_R110002111	0.47849	P00DT02H35M	tara_20130710t0825z_175_event_cast	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110002110	SAMEA4397330	ERS1308779	TARA_175	TARA_20130710T0358Z_175_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_175_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130710T0358Z_175_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002110	4.1098	P00DT04H26M	tara_20130710t0825z_175_event_cast	2	0.025	0.025	0.02665	0.0283	0.0283	0.0924	0.0924	0.09355	0.0947	0.0947	0.0061	0.0061	0.0079	0.0097	0.0097	0.0164	0.0164	0.02035	0.0243	0.0243	0.0043	0.0043	0.0054	0.0065	0.0065	0.012	0.012	0.01385	0.0157	0.0157	0.2101	0.2101	0.21605	0.222	0.222	0.0112	0.0112	0.01165	0.0121	0.0121	0.0302	0.0302	0.03025	0.0303	0.0303	0.016	0.016	0.01625	0.0165	0.0165	0.0663	0.0663	0.07485	0.0834	0.0834	0.092	0.092	0.11325	0.1345	0.1345	0.033	0.033	0.0358	0.0386	0.0386	0.0106	0.0106	0.01135	0.0121	0.0121	0.0144	0.0144	0.01515	0.0159	0.0159	0.0105	0.0105	0.0111	0.0117	0.0117	0	0	0	0	0	0	0	0	0	0	0.0935	0.0935	0.09665	0.0998	0.0998	0.0935	0.0935	0.09665	0.0998	0.0998	0	0	0	0	0	0.7862	0.7862	0.7967	0.8072	0.8072	0.7959	0.7959	0.80465	0.8134	0.8134	0.006	0.006	0.00995	0.0139	0.0139	0.0324	0.0324	0.03305	0.0337	0.0337
TARA_R110002096	SAMEA4397295	ERS1308744	TARA_173	TARA_20130708T1100Z_173_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	0.22	TARA_173_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130708T1100Z_173_EVENT_PUMP_DCM_(35m)_SEQ-(FeCl3)_W<0.22_R110002096	7.0813	P00DT05H59M	tara_20130708t0502z_173_event_cast	1	0.0862	0.0862	0.0862	0.0862	0.0862	0.6298	0.6298	0.6298	0.6298	0.6298	0.043	0.043	0.043	0.043	0.043	0	0	0	0	0	0.0542	0.0542	0.0542	0.0542	0.0542	0	0	0	0	0	1.3839	1.3839	1.3839	1.3839	1.3839	0.0037	0.0037	0.0037	0.0037	0.0037	0	0	0	0	0	0.0072	0.0072	0.0072	0.0072	0.0072	0.0047	0.0047	0.0047	0.0047	0.0047	0.0978	0.0978	0.0978	0.0978	0.0978	0.0188	0.0188	0.0188	0.0188	0.0188	0.0123	0.0123	0.0123	0.0123	0.0123	0.0052	0.0052	0.0052	0.0052	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0907	4.0907	4.0907	4.0907	4.0907	4.1337	4.1337	4.1337	4.1337	4.1337	0.0621	0.0621	0.0621	0.0621	0.0621	0.0672	0.0672	0.0672	0.0672	0.0672
TARA_R110002095	SAMEA4397255	ERS1308704	TARA_173	TARA_20130708T0412Z_173_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_173_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130708T0412Z_173_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002095	0.93053	P00DT00H48M	tara_20130708t0502z_173_event_cast	2	0.0031	0.0031	0.02775	0.0524	0.0524	0.0231	0.0231	0.19615	0.3692	0.3692	0.0035	0.0035	0.02225	0.041	0.041	0	0	0	0	0	0.0056	0.0056	0.0218	0.038	0.038	0	0	0.00095	0.0019	0.0019	0.043	0.043	0.43265	0.8223	0.8223	0.0027	0.0027	0.00325	0.0038	0.0038	0	0	0	0	0	0.0038	0.0038	0.005	0.0062	0.0062	0.0027	0.0027	0.0034	0.0041	0.0041	0.0142	0.0142	0.0404	0.0666	0.0666	0.0118	0.0118	0.0172	0.0226	0.0226	0.0072	0.0072	0.009	0.0108	0.0108	0.0084	0.0084	0.0143	0.0202	0.0202	0.0017	0.0017	0.0034	0.0051	0.0051	0	0	0	0	0	0	0	0	0	0	0.0191	0.0191	0.0233	0.0275	0.0275	0.0191	0.0191	0.0233	0.0275	0.0275	0	0	0	0	0	0.2041	0.2041	1.28735	2.3706	2.3706	0.2076	0.2076	1.3096	2.4116	2.4116	0	0	0.017	0.034	0.034	0.0098	0.0098	0.0257	0.0416	0.0416
TARA_R110002074	SAMEA4397215	ERS1308664	TARA_168	TARA_20130702T0424Z_168_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	10-100	10	100	0.22	TARA_168_MIX_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130702T0424Z_168_Combined-EVENTS_CAST_MIX_(10-100m)_SEQ-(FeCl3)_W<0.22_R110002074	7.8357	P00DT22H31M	tara_20130701t0556z_168_event_cast	8	0	0.00055	0.03015	0.0641	0.2638	7.00E-04	0.00165	0.04135	0.08045	0.2424	0	0	0	0	0	0	0	0	0.04795	0.056	0	0	0.00745	0.01095	0.0389	0	0	0	0.01465	0.0335	0.0018	0.0037	0.11945	0.3	0.8575	0	0	0.00035	0.0058	0.0141	0	0	0	0	0	0	0	0.0044	0.0068	0.0087	0.0011	0.0025	0.02775	0.19655	0.2976	4.00E-04	0.002	0.0103	0.105	0.1287	7.00E-04	0.0022	0.0164	0.0211	0.0295	0	0	0.00075	0.02035	0.0306	0.0027	0.00485	0.00545	0.0107	0.0123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002561	0	0.001	0.0189	0.053	0.096	0	0.0023	0.0189	0.053	0.096	0	0	0	0	0	0.0068	0.0187	0.39035	0.75945	1.5983	0.0068	0.0187	0.39035	0.75945	1.5983	0.0072	0.00945	0.01235	0.01755	0.0261	6.00E-04	0.00135	0.015	0.03475	0.0502
TARA_R110002073	SAMEA4397174	ERS1308623	TARA_168	TARA_20130701T1234Z_168_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	TARA_168_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130701T1234Z_168_EVENT_PUMP_DCM_(40m)_SEQ-(FeCl3)_W<0.22_R110002073	4.9356	P00DT06H41M	tara_20130701t0556z_168_event_cast	3	0.0105	0.0251	0.0689	0.215075	0.2638	0.0218	0.031575	0.0609	0.197025	0.2424	0	0	0	0	0	0	0	0	0.03705	0.0494	0	0.002575	0.0103	0.03175	0.0389	0	0	0	0.025125	0.0335	0.0418	0.080625	0.1971	0.6924	0.8575	0	0.00235	0.0094	0.012925	0.0141	0	0	0	0	0	0.0034	0.0039	0.0054	0.006375	0.0067	0.0044	0.016075	0.0511	0.235975	0.2976	0.0076	0.00895	0.013	0.078175	0.0999	0.0144	0.0154	0.0184	0.026725	0.0295	0	0.000375	0.0015	0.012525	0.0162	0.0052	0.0053	0.0056	0.009275	0.0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327	0.04285	0.0733	0.090325	0.096	0.0327	0.04285	0.0733	0.090325	0.096	0	0	0	0	0	0.2409	0.315625	0.5398	1.333675	1.5983	0.2409	0.315625	0.5398	1.333675	1.5983	0.0118	0.012475	0.0145	0.0232	0.0261	0.0103	0.01265	0.0197	0.042575	0.0502
TARA_R110002072	SAMEA4397118	ERS1308567	TARA_168	TARA_20130701T0320Z_168_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_168_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130701T0320Z_168_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002072	8.4078	P00DT02H32M	tara_20130701t0556z_168_event_cast	2	0.0498	0.0498	0.0505	0.0512	0.0512	0.0669	0.0669	0.06945	0.072	0.072	0	0	0	0	0	0.0442	0.0442	0.04535	0.0465	0.0465	0	0	0	0	0	0.0159	0.0159	0.01695	0.018	0.018	0.2125	0.2125	0.217	0.2215	0.2215	0.0022	0.0022	0.00275	0.0033	0.0033	0	0	0	0	0	0.0087	0.0087	0.0099	0.0111	0.0111	0.1619	0.1619	0.166	0.1701	0.1701	0.1287	0.1287	0.14275	0.1568	0.1568	0.0195	0.0195	0.02165	0.0238	0.0238	0.0306	0.0306	0.0352	0.0398	0.0398	0.0109	0.0109	0.0119	0.0129	0.0129	0	0	0.00115	0.0023	0.0023	0	0	0	0	0	0	0	0	0	0	0.0156	0.0156	0.01725	0.0189	0.0189	0.0156	0.0156	0.01725	0.0189	0.0189	0	0	0	0	0	0.6246	0.6246	0.66205	0.6995	0.6995	0.6246	0.6246	0.66205	0.6995	0.6995	0.0072	0.0072	0.0076	0.008	0.008	0.029	0.029	0.03045	0.0319	0.0319
TARA_R110002060	SAMEA4397091	ERS1308540	TARA_163	TARA_20130610T0838Z_163_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	499	490	508	0.22	TARA_163_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130610T0838Z_163_Combined-EVENTS_CAST_MES_(499m)_SEQ-(FeCl3)_W<0.22_R110002060	229.2896	P02DT00H22M	tara_20130608t0819z_162_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110002033	SAMEA4397051	ERS1308500	TARA_163	TARA_20130609T0739Z_163_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_163_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130609T0739Z_163_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002033	235.1248	P00DT23H23M	tara_20130608t0819z_162_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110002051	SAMEA4397023	ERS1308472	TARA_158	TARA_20130604T0905Z_158_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	651	642	660	0.22	TARA_158_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130604T0905Z_158_Combined-EVENTS_CAST_MES_(651m)_SEQ-(FeCl3)_W<0.22_R110002051	8.5562	P00DT22H35M	tara_20130603t1033z_158_event_cast	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110002050	SAMEA4396988	ERS1308437	TARA_158	TARA_20130603T1527Z_158_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	0.22	TARA_158_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130603T1527Z_158_EVENT_PUMP_DCM_(25m)_SEQ-(FeCl3)_W<0.22_R110002050	4.9472	P00DT04H57M	tara_20130603t1033z_158_event_cast	1	0.026	0.026	0.026	0.026	0.026	0.0245	0.0245	0.0245	0.0245	0.0245	0	0	0	0	0	0.0055	0.0055	0.0055	0.0055	0.0055	0	0	0	0	0	0.0165	0.0165	0.0165	0.0165	0.0165	0.0482	0.0482	0.0482	0.0482	0.0482	0.0021	0.0021	0.0021	0.0021	0.0021	0.009	0.009	0.009	0.009	0.009	0.0021	0.0021	0.0021	0.0021	0.0021	0.0453	0.0453	0.0453	0.0453	0.0453	0.0163	0.0163	0.0163	0.0163	0.0163	0.0065	0.0065	0.0065	0.0065	0.0065	0.005	0.005	0.005	0.005	0.005	0.0023	0.0023	0.0023	0.0023	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0	0	0	0	0	0.1779	0.1779	0.1779	0.1779	0.1779	0.1779	0.1779	0.1779	0.1779	0.1779	0.0102	0.0102	0.0102	0.0102	0.0102	0.0052	0.0052	0.0052	0.0052	0.0052
TARA_R110002049	SAMEA4396941	ERS1308390	TARA_158	TARA_20130603T0731Z_158_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_158_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130603T0731Z_158_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002049	6.3184	P00DT02H58M	tara_20130603t1033z_158_event_cast	2	0.1421	0.1421	0.15425	0.1664	0.1664	0.1553	0.1553	0.17945	0.2036	0.2036	0.0022	0.0022	0.00265	0.0031	0.0031	0.0055	0.0055	0.00585	0.0062	0.0062	0	0	0.00185	0.0037	0.0037	0.0226	0.0226	0.02345	0.0243	0.0243	0.1563	0.1563	0.1674	0.1785	0.1785	0	0	0	0	0	0.011	0.011	0.01245	0.0139	0.0139	0	0	0	0	0	0.658	0.658	0.7665	0.875	0.875	0.184	0.184	0.2361	0.2882	0.2882	0.0122	0.0122	0.0175	0.0228	0.0228	0.0428	0.0428	0.08145	0.1201	0.1201	0.0018	0.0018	0.00295	0.0041	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0.0057	0.0068	0.0079	0.0079	0.0057	0.0057	0.0068	0.0079	0.0079	0	0	0	0	0	0.8959	0.8959	1.07755	1.2592	1.2592	0.899	0.899	1.0802	1.2614	1.2614	0.0083	0.0083	0.0083	0.0083	0.0083	0.0151	0.0151	0.0192	0.0233	0.0233
TARA_R110002012	SAMEA4396515	ERS1307964	TARA_155	TARA_20130525T0907Z_155_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	TARA_155_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130525T0907Z_155_EVENT_PUMP_DCM_(40m)_SEQ-(FeCl3)_W<0.22_R110002012	20.745	P01DT00H39M	tara_20130524t0825z_155_event_cast	1	0.0083	0.0083	0.0083	0.0083	0.0083	0.0091	0.0091	0.0091	0.0091	0.0091	0.0019	0.0019	0.0019	0.0019	0.0019	0.002	0.002	0.002	0.002	0.002	0.0121	0.0121	0.0121	0.0121	0.0121	0.0044	0.0044	0.0044	0.0044	0.0044	0.0298	0.0298	0.0298	0.0298	0.0298	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0.0076	0.0076	0.0076	0.0076	0.0076	0.0031	0.0031	0.0031	0.0031	0.0031	0.0011	0.0011	0.0011	0.0011	0.0011	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0	0	0	0	0	0.0641	0.0641	0.0641	0.0641	0.0641	0.0659	0.0659	0.0659	0.0659	0.0659	0.0053	0.0053	0.0053	0.0053	0.0053	0.0019	0.0019	0.0019	0.0019	0.0019
TARA_R110002020	SAMEA4396489	ERS1307938	TARA_155	TARA_20130524T1315Z_155_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	751	742	760	0.22	TARA_155_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130524T1315Z_155_Combined-EVENTS_CAST_MES_(751m)_SEQ-(FeCl3)_W<0.22_R110002020	24.8792	P00DT04H47M	tara_20130524t0825z_155_event_cast	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110002003	SAMEA4396441	ERS1307890	TARA_155	TARA_20130524T0536Z_155_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_155_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130524T0536Z_155_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002003	27.0167	P00DT02H51M	tara_20130524t0825z_155_event_cast	2	0.0239	0.0239	0.0261	0.0283	0.0283	0.0538	0.0538	0.05845	0.0631	0.0631	0.0107	0.0107	0.0127	0.0147	0.0147	0.0045	0.0045	0.00535	0.0062	0.0062	0.0164	0.0164	0.02345	0.0305	0.0305	0.0098	0.0098	0.01065	0.0115	0.0115	0.0743	0.0743	0.1019	0.1295	0.1295	0.005	0.005	0.00735	0.0097	0.0097	0.0117	0.0117	0.01875	0.0258	0.0258	0.0046	0.0046	0.00685	0.0091	0.0091	0.0508	0.0508	0.06095	0.0711	0.0711	0.0286	0.0286	0.0291	0.0296	0.0296	0.0067	0.0067	0.00925	0.0118	0.0118	0.0045	0.0045	0.00545	0.0064	0.0064	0.0054	0.0054	0.0085	0.0116	0.0116	0	0	7.00E-04	0.0014	0.0014	0	0	3.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0.0339	0.0339	0.0521	0.0703	0.0703	0.0339	0.0339	0.0521	0.0703	0.0703	0	0	0	0	0	0.3429	0.3429	0.35455	0.3662	0.3662	0.3576	0.3576	0.36725	0.3769	0.3769	0.0033	0.0033	0.00485	0.0064	0.0064	0.0084	0.0084	0.00935	0.0103	0.0103